Territorio,Sesso,Classe di età,Titolo di studio,TIME,Value
Calabria,totale,15 anni e più,licenza di scuola media,2019,543.728
Calabria,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,33.025
Calabria,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,30.568
Calabria,totale,15 anni e più,diploma 4-5 anni (maturità),2018,532.514
Calabria,totale,15 anni e più,diploma 4-5 anni (maturità),2019,535.613
Calabria,totale,15 anni e più,laurea e post-laurea,2018,194.005
Calabria,totale,15 anni e più,laurea e post-laurea,2019,206.19
Calabria,totale,15 anni e più,totale,2018,1685.482
Calabria,totale,15 anni e più,totale,2019,1678.47
Sicilia,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,346.282
Sicilia,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,342.999
Sicilia,maschi,15 anni e più,licenza di scuola media,2018,817.311
Sicilia,maschi,15 anni e più,licenza di scuola media,2019,818.398
Sicilia,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,41.969
Sicilia,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,41.3
Sicilia,maschi,15 anni e più,diploma 4-5 anni (maturità),2018,652.117
Sicilia,maschi,15 anni e più,diploma 4-5 anni (maturità),2019,647.785
Sicilia,maschi,15 anni e più,laurea e post-laurea,2018,210.847
Sicilia,maschi,15 anni e più,laurea e post-laurea,2019,209.854
Sicilia,maschi,15 anni e più,totale,2018,2068.526
Sicilia,maschi,15 anni e più,totale,2019,2060.337
Sicilia,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,536.671
Sicilia,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,514.924
Sicilia,femmine,15 anni e più,licenza di scuola media,2018,744.729
Sicilia,femmine,15 anni e più,licenza di scuola media,2019,747.953
Sicilia,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,33.988
Sicilia,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,32.42
Sicilia,femmine,15 anni e più,diploma 4-5 anni (maturità),2018,651.305
Sicilia,femmine,15 anni e più,diploma 4-5 anni (maturità),2019,661.06
Sicilia,femmine,15 anni e più,laurea e post-laurea,2018,264.115
Sicilia,femmine,15 anni e più,laurea e post-laurea,2019,265.014
Sicilia,femmine,15 anni e più,totale,2018,2230.808
Sicilia,femmine,15 anni e più,totale,2019,2221.371
Sicilia,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,882.952
Sicilia,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,857.924
Sicilia,totale,15 anni e più,licenza di scuola media,2018,1562.04
Sicilia,totale,15 anni e più,licenza di scuola media,2019,1566.351
Sicilia,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,75.957
Sicilia,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,73.72
Sicilia,totale,15 anni e più,diploma 4-5 anni (maturità),2018,1303.422
Sicilia,totale,15 anni e più,diploma 4-5 anni (maturità),2019,1308.845
Sicilia,totale,15 anni e più,laurea e post-laurea,2018,474.962
Sicilia,totale,15 anni e più,laurea e post-laurea,2019,474.868
Sicilia,totale,15 anni e più,totale,2018,4299.333
Sicilia,totale,15 anni e più,totale,2019,4281.708
Sardegna,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,109.572
Sardegna,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,102.401
Sardegna,maschi,15 anni e più,licenza di scuola media,2018,319.02
Sardegna,maschi,15 anni e più,licenza di scuola media,2019,309.345
Sardegna,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,15.47
Sardegna,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,15.295
Sardegna,maschi,15 anni e più,diploma 4-5 anni (maturità),2018,192.279
Sardegna,maschi,15 anni e più,diploma 4-5 anni (maturità),2019,199.495
Sardegna,maschi,15 anni e più,laurea e post-laurea,2018,70.793
Sardegna,maschi,15 anni e più,laurea e post-laurea,2019,78.112
Sardegna,maschi,15 anni e più,totale,2018,707.133
Sardegna,maschi,15 anni e più,totale,2019,704.649
Sardegna,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,151.042
Sardegna,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,147.162
Sardegna,femmine,15 anni e più,licenza di scuola media,2018,262.51
Sardegna,femmine,15 anni e più,licenza di scuola media,2019,250.696
Sardegna,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,12.309
Sardegna,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,12.806
Sardegna,femmine,15 anni e più,diploma 4-5 anni (maturità),2018,212.006
Sardegna,femmine,15 anni e più,diploma 4-5 anni (maturità),2019,220.134
Sardegna,femmine,15 anni e più,laurea e post-laurea,2018,105.465
Sardegna,femmine,15 anni e più,laurea e post-laurea,2019,110.422
Sardegna,femmine,15 anni e più,totale,2018,743.332
Sardegna,femmine,15 anni e più,totale,2019,741.22
Sardegna,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,260.613
Sardegna,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,249.563
Sardegna,totale,15 anni e più,licenza di scuola media,2018,581.53
Sardegna,totale,15 anni e più,licenza di scuola media,2019,560.041
Sardegna,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,27.778
Sardegna,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,28.101
Sardegna,totale,15 anni e più,diploma 4-5 anni (maturità),2018,404.285
Sardegna,totale,15 anni e più,diploma 4-5 anni (maturità),2019,419.629
Sardegna,totale,15 anni e più,laurea e post-laurea,2018,176.258
Sardegna,totale,15 anni e più,laurea e post-laurea,2019,188.533
Sardegna,totale,15 anni e più,totale,2018,1450.465
Sardegna,totale,15 anni e più,totale,2019,1445.869
